lin_ima,can_id,can_nam,can_off,can_off_sta,can_off_dis,can_par_aff,can_inc_cha_ope_sea,can_str1,can_str2,can_cit,can_sta,can_zip,ind_ite_con,ind_uni_con,ind_con,par_com_con,oth_com_con,can_con,tot_con,tra_fro_oth_aut_com,can_loa,oth_loa,tot_loa,off_to_ope_exp,off_to_fun,off_to_leg_acc,oth_rec,tot_rec,ope_exp,exe_leg_acc_dis,fun_dis,tra_to_oth_aut_com,can_loa_rep,oth_loa_rep,tot_loa_rep,ind_ref,par_com_ref,oth_com_ref,tot_con_ref,oth_dis,tot_dis,cas_on_han_beg_of_per,cas_on_han_clo_of_per,net_con,net_ope_exp,deb_owe_by_com,deb_owe_to_com,cov_sta_dat,cov_end_dat
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6MN04236&tabIndex=1,H6MN04236,"RYAN, GREGORY",H,MN,4,REP,CHALLENGER,2800 HILLSCOURTE COURT S,,ROSEVILLE,MN,55113,,$20.00,$20.00,,,,$20.00,,,,,,,,$40.00,$60.00,"$1,094.58",,,,,,,,,,,,"$1,094.58","$2,995.52","$1,960.94",$20.00,"$1,094.58","$27,819.01",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8WI01024&tabIndex=1,H8WI01024,"RYAN, PAUL D.",H,WI,1,REP,INCUMBENT,PO BOX 1488,,JANESVILLE,WI,535471488,"$424,462.46",,"$424,462.46",,"$140,200.00",,"$564,662.46","$2,317,498.03",,,,"$28,650.30",,,"$4,430.01","$2,915,240.80","$534,697.41",,,,,,,,,,,"$2,080,000.00","$2,614,697.41","$9,098,872.77","$9,399,416.16","$564,662.46","$506,047.11",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2OH17109&tabIndex=1,H2OH17109,"RYAN, TIMOTHY J.",H,OH,13,DEM,INCUMBENT,"337 VIENNA AVENUE, #1",,NILES,OH,44446,"$72,415.00","$15,439.72","$87,854.72",,"$74,500.00",,"$162,354.72",,,,,$75.42,,,$395.00,"$162,825.14","$147,927.45",,,,,,,"$1,000.00",,,"$1,000.00","$1,625.00","$150,552.45","$167,181.54","$179,454.23","$161,354.72","$147,852.03",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IA03116&tabIndex=1,H8IA03116,"RYON, ANNA",H,IA,3,DEM,CHALLENGER,P.O. BOX 978,,DES MOINES,IA,50304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MP00041&tabIndex=1,H8MP00041,"SABLAN, GREGORIO KILILI CAMACHO",H,MP,0,IND,INCUMBENT,PO BOX 502924,,SAIPAN,MP,96950,,,,,,,,,,,,,,,$21.00,$21.00,"$2,636.89",,,,,,,,,,,,"$2,636.89","$59,969.90","$57,354.01",,"$2,636.89",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8PA00239&tabIndex=1,S8PA00239,"SACCONE, RICK",S,PA,0,REP,CHALLENGER,404 BOSTON HOLLOW ROAD,,ELIZABETH,PA,15037,"$10,250.00","$2,500.00","$12,750.00",,,,"$12,750.00",,"$11,000.00",,"$11,000.00",,,,,"$23,750.00","$1,692.00",,,,,,,,,,,,"$1,692.00",,"$22,057.00","$12,750.00","$1,692.00","$11,000.00",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IL07095&tabIndex=1,H8IL07095,"SALIM, AHMED",H,IL,7,DEM,,1926 S. WABASH,UNIT 3,CHICAGO,IL,60616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NJ07181&tabIndex=1,H8NJ07181,"SALMON, SCOTT",H,NJ,7,DEM,CHALLENGER,6 KING JAMES COURT,,SCOTCH PLAINS,NJ,7076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6AZ03179&tabIndex=1,H6AZ03179,"SAN MIGUEL, EDNA",H,AZ,3,REP,CHALLENGER,2782 W. SAINT TROPAZ AVE.,,TUCSON,AZ,85713,"$8,350.00",$560.00,"$8,910.00",,,,"$8,910.00",,,,,,,,,"$8,910.00","$6,439.58",,,,,,,,,,,,"$6,439.58",,"$2,470.42","$8,910.00","$6,439.58",,,2015-05-20,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TX06183&tabIndex=1,H8TX06183,"SANCHEZ, JANA LYNNE MS",H,TX,6,DEM,CHALLENGER,PO BOX 2068,,WAXAHACHIE,TX,76168,"$13,250.00","$6,165.00","$19,415.00",,,$822.49,"$20,237.49",,,,,,,,,"$20,237.49","$5,096.24",,,,,,,,,,,$680.05,"$5,776.29",$150.00,"$14,611.20","$20,237.49","$5,096.24",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CA39078&tabIndex=1,H2CA39078,"SANCHEZ, LINDA",H,CA,38,DEM,INCUMBENT,PO BOX 59660,,NORWALK,CA,90652,"$33,394.89","$4,387.69","$37,782.58",,"$154,500.00",$600.00,"$192,882.58",,,,,"$14,573.19",,,$13.70,"$207,469.47","$101,594.56",,,,,,,$233.80,,"$2,500.00","$2,733.80","$76,000.00","$180,328.36","$418,596.63","$445,737.74","$190,148.78","$87,021.37",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4VT00033&tabIndex=1,S4VT00033,"SANDERS, BERNARD",S,VT,0,IND,INCUMBENT,,,BURLINGTON,VT,,"$26,358.00","$183,242.00","$209,600.00",,"$6,093.00",,"$215,694.00",,,,,,,,$661.00,"$216,355.00","$127,931.00",,,,,,,"$4,001.00",,,"$4,001.00",,"$131,932.00","$3,793,408.00","$3,877,831.00","$211,693.00","$127,931.00",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4SC01073&tabIndex=1,H4SC01073,"SANFORD, MARSHALL C. HON.",H,SC,1,REP,INCUMBENT,509 KING STREET,,MOUNT PLEASANT,SC,294645312,"$210,711.00","$1,265.00","$211,976.00",,"$15,700.00",,"$227,676.00",,,,,,,,,"$227,676.00","$7,983.78",,,,,,,,,,,,"$7,983.78","$1,080,640.34","$1,300,332.56","$227,676.00","$7,983.78",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MN03127&tabIndex=1,H8MN03127,"SANTA MARIA, BRIAN SANTA MR.",H,MN,3,DEM,CHALLENGER,18266 EVENER WAY,,EDEN PRAIRIE,MN,55346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8VA01253&tabIndex=1,H8VA01253,"SANTANA, EDWIN JR",H,VA,1,DEM,CHALLENGER,55 BERKSHIRE DR,,STAFFORD,VA,22554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6MD03292&tabIndex=1,H6MD03292,"SARBANES, JOHN P. MR.",H,MD,3,DEM,INCUMBENT,"499 S. CAPITOL STREET, SW",SUITE 422,WASHINGTON,DC,20003,"$132,015.00",,"$132,015.00",,,,"$132,015.00",,,,,,,,,"$132,015.00","$52,320.04",,,,,,,,,,,"$32,430.00","$84,750.04","$935,514.46","$982,779.42","$132,015.00","$52,320.04",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8VA01261&tabIndex=1,H8VA01261,"SAWYERS, RYAN",H,VA,1,DEM,CHALLENGER,7371 ATLAS WALK WAY,NUM 115,GAINESVILLE,VA,20155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0LA01087&tabIndex=1,H0LA01087,"SCALISE, STEVE MR",H,LA,1,REP,INCUMBENT,234 JEFFERSON HEIGHTS AVE,,JEFFERSON,LA,70121,"$47,590.00",,"$47,590.00",,"$58,200.00",,"$105,790.00","$265,996.89",,,,,,,,"$371,786.89","$266,100.01",,,,,,,,,,,"$73,500.00","$339,600.01","$413,238.71","$445,425.59","$105,790.00","$266,100.01",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IL09067&tabIndex=1,H8IL09067,"SCHAKOWSKY, JANICE D",H,IL,9,DEM,INCUMBENT,1101 RIDGE AVENUE,,EVANSTON,IL,60202,"$187,729.00","$43,451.64","$231,180.64",,"$34,000.00",,"$265,180.64",,,,,,,,$93.02,"$265,273.66","$122,617.97",,,,,,,"$1,007.75",,,"$1,007.75","$41,200.00","$164,825.72","$349,637.31","$450,085.25","$264,172.89","$122,617.97",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2WI00193&tabIndex=1,S2WI00193,"SCHIESS, JOHN T",S,WI,0,REP,CHALLENGER,2205 29TH ST,,RICE LAKE,WI,54868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0CA27085&tabIndex=1,H0CA27085,"SCHIFF, ADAM",H,CA,28,DEM,INCUMBENT,"777 S. FIGUEROA ST., STE. 4050",,LOS ANGELES,CA,90017,"$49,851.00","$9,837.50","$59,688.50",,"$54,000.00",,"$113,688.50",,,,,"$1,136.50",,,"$6,448.56","$121,273.56","$84,694.26",,,,,,,,,,,"$25,350.00","$110,044.26","$2,106,413.18","$2,117,642.48","$113,688.50","$83,557.76",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2IL10068&tabIndex=1,H2IL10068,"SCHNEIDER, BRADLEY SCOTT",H,IL,10,DEM,INCUMBENT,PO BOX 1318,,DEERFIELD,IL,60015,"$354,758.46","$170,308.03","$525,066.49",$276.91,"$149,600.00",,"$674,943.40",,,,,$715.19,,,$22.60,"$675,681.19","$98,113.46",,,,"$100,000.00",,"$100,000.00","$13,837.03",,,"$13,837.03","$3,500.00","$215,450.49","$142,656.82","$602,887.52","$661,106.37","$97,398.27","$5,000.00",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8OR05107&tabIndex=1,H8OR05107,"SCHRADER, KURT",H,OR,5,DEM,INCUMBENT,2525 N BAKER,,CANBY,OR,97013,"$55,050.00","$14,179.99","$69,229.99",,"$103,500.00",,"$172,729.99",,,,,,,,$128.06,"$172,858.05","$51,120.76",,,,,,,,,,,,"$51,120.76","$1,202,170.96","$1,323,908.25","$172,729.99","$51,120.76",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA00135&tabIndex=1,H8CA00135,"SCHRAGE, JOSEPH SCHRAGE",H,CA,30,REP,CHALLENGER,3928 HAYVENHURST DRIVE,,ENCINO,CA,91436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4AZ06045&tabIndex=1,H4AZ06045,"SCHWEIKERT, DAVID",H,AZ,6,REP,INCUMBENT,15819 E SYCAMORE DRIVE,,FOUNTAIN HILLS,AZ,85268,"$11,900.00",$630.00,"$12,530.00",,"$115,750.00",,"$128,280.00","$57,293.31",,,,,,,,"$185,573.31","$29,963.88",,,,"$15,000.00",,"$15,000.00",,,,,"$15,000.00","$59,963.88","$28,402.17","$154,011.60","$128,280.00","$29,963.88","$117,918.62",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2GA13012&tabIndex=1,H2GA13012,"SCOTT, DAVID ALBERT",H,GA,13,DEM,INCUMBENT,162 HURT STREET NE,,ATLANTA,GA,30307,"$3,000.00",$105.89,"$3,105.89",,"$85,000.00",,"$88,105.89",,,,,,,,$0.36,"$88,106.25","$97,513.55",,,,,,,,,,,"$1,000.00","$98,513.55","$357,111.10","$346,703.80","$88,105.89","$97,513.55","$43,820.00",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0GA08099&tabIndex=1,H0GA08099,"SCOTT, JAMES AUSTIN",H,GA,8,REP,INCUMBENT,621 MCLENDON ST,,ASHBURN,GA,31714,"$21,800.00","$3,289.00","$25,089.00",,"$52,750.00",,"$77,839.00",,,,,,,,,"$77,839.00","$53,829.22",,,,,,,,,,,"$35,500.00","$89,329.22","$415,305.23","$403,815.01","$77,839.00","$53,829.22",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6VA01117&tabIndex=1,H6VA01117,"SCOTT, ROBERT C MR",H,VA,3,DEM,INCUMBENT,7501 RIVER ROAD,,NEWPORT NEWS,VA,23607,,$220.00,$220.00,,"$7,500.00",,"$7,720.00",,,,,,,,,"$7,720.00","$27,434.86",,,,,,,,,,,"$5,000.00","$32,434.86","$110,924.80","$86,209.94","$7,720.00","$27,434.86","$3,191.43",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NM01323&tabIndex=1,H8NM01323,"SEDILLO LOPEZ, ANTOINETTE",H,NM,1,DEM,OPEN,PO BOX 25802,,ALBUQUERQUE,NM,87125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8WI09050&tabIndex=1,H8WI09050,"SENSENBRENNER, F. JAMES JR.",H,WI,5,REP,INCUMBENT,N76 W14726 NORTH POINT DR.,,MENOMONEE FALLS,WI,53051,$250.00,$230.00,$480.00,,"$6,000.00",,"$6,480.00",,,,,,,,$41.66,"$6,521.66","$34,982.20",,,,,,,,,,,,"$34,982.20","$482,403.54","$453,943.00","$6,480.00","$34,982.20",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0NY18065&tabIndex=1,H0NY18065,"SERRANO, JOSE E.",H,NY,15,DEM,INCUMBENT,910 GRAND CONCOURSE,,BRONX,NY,10451,"$1,851.02",$491.05,"$2,342.07",,"$14,250.00",,"$16,592.07",,,,,,,,,"$16,592.07","$11,544.55",,,,,,,,,,,,"$11,544.55","$42,635.02","$47,682.54","$16,592.07","$11,544.55",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2TX03126&tabIndex=1,H2TX03126,"SESSIONS, PETE MR.",H,TX,32,REP,INCUMBENT,PO BOX 823047,,DALLAS,TX,753823047,"$188,400.00","$2,832.00","$191,232.00",,"$112,000.00",,"$303,232.00",,,,,,,,$924.82,"$304,156.82","$193,814.36",,,,,,,,,"$5,000.00","$5,000.00",,"$198,814.36","$504,139.13","$609,481.59","$298,232.00","$193,814.36",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0AL07086&tabIndex=1,H0AL07086,"SEWELL, TERRI A.",H,AL,7,DEM,INCUMBENT,P.O. BOX 1964,,BIRMINGHAM,AL,35201,"$21,100.00","$2,540.00","$23,640.00",,"$94,500.00",,"$118,140.00",,,,,$647.45,,,,"$118,787.45","$56,927.47",,,,,,,,,,,"$12,400.00","$69,327.47","$964,525.76","$1,013,985.74","$118,140.00","$56,280.02",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6NH01230&tabIndex=1,H6NH01230,"SHEA-PORTER, CAROL",H,NH,1,DEM,INCUMBENT,P.O. BOX 453,,ROCHESTER,NH,3866,"$23,500.00","$4,996.76","$28,496.76",$276.91,"$46,000.00",,"$74,773.67",,,,,,,,,"$74,773.67","$21,041.29",,,,,,,,,,,$500.00,"$21,541.29","$3,815.85","$57,048.23","$74,773.67","$21,041.29",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8PA00247&tabIndex=1,S8PA00247,"SHECKTOR, ANDREW",S,PA,0,REP,CHALLENGER,1308 FAIRVIEW AVE,,BERWICK,PA,18603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8PA07119&tabIndex=1,H8PA07119,"SHEEHAN, MOLLY",H,PA,7,DEM,CHALLENGER,PO BOX 1050,,DREXEL HILL,PA,19026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CA41182&tabIndex=1,H6CA41182,"SHEPHERD, DOUG",H,CA,41,REP,CHALLENGER,17425 DAUBY COURT,,RIVERSIDE,CA,92508,,$5.00,$5.00,,,,$5.00,,,,,$48.00,,,,$53.00,$48.85,,,,,,,,,,,,$48.85,$80.95,$85.10,$5.00,$0.85,"$177,576.22",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CA24113&tabIndex=1,H6CA24113,"SHERMAN, BRAD",H,CA,30,DEM,INCUMBENT,"777 S. FIGUEROA ST., STE. 4050",,LOS ANGELES,CA,90017,"$75,050.00",$652.00,"$75,702.00",,"$82,000.00",,"$157,702.00",,,,,,,,"$1,039.19","$158,741.19","$52,410.40",,,,,,,,,,,,"$52,410.40","$1,376,673.53","$1,483,004.32","$157,702.00","$52,410.40",$120.76,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IA03108&tabIndex=1,H8IA03108,"SHERZAN, MICHAEL THOMAS",H,IA,3,DEM,CHALLENGER,6775 BOONEVILLE RD,,WEST DES MOINES,IA,50266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4IA03057&tabIndex=1,H4IA03057,"SHERZAN, MICHAEL THOMAS",H,IA,3,DEM,CHALLENGER,6775 BOONEVILLE RD,,WEST DES MOINES,IA,50266,"$17,475.00","$5,233.74","$22,708.74",,,"$13,545.30","$36,254.04",,,,,,,,,"$36,254.04","$19,005.19",,,,,,,,,,,,"$19,005.19",,"$17,248.85","$36,254.04","$19,005.19",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TN03190&tabIndex=1,H8TN03190,"SHEVLIN, HAROLD ELWOOD",H,TN,3,DEM,CHALLENGER,4130 E FREEDOM CIR,,OOLTEWAH,TN,37363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2IL20042&tabIndex=1,H2IL20042,"SHIMKUS, JOHN M",H,IL,15,REP,INCUMBENT,504 SUMNER BOULEVARD,,COLLINSVILLE,IL,622341934,"$22,650.00",,"$22,650.00",,"$268,000.00",,"$290,650.00",,,,,$51.80,,,$410.92,"$291,112.72","$120,537.60",,,,,,,,,,,"$1,385.00","$121,922.60","$836,289.72","$1,005,479.84","$290,650.00","$120,485.80",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8FL00224&tabIndex=1,S8FL00224,"SHOEMAKER, FRANKLIN ED",S,FL,0,AIP,CHALLENGER,4733 SAN ANTONIO DRIVE,,LAKELAND,FL,33813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2PA09035&tabIndex=1,H2PA09035,"SHUSTER, WILLIAM MR.",H,PA,9,REP,INCUMBENT,455 OVERLOOK DR,,HOLLIDAYSBURG,PA,16648,"$103,420.00",$750.00,"$104,170.00",,"$252,200.00",,"$356,370.00",,,,,"$6,016.69",,,,"$362,386.69","$150,680.19",,,,,,,,,,,$200.00,"$150,880.19","$225,322.62","$436,829.12","$356,370.00","$144,663.50",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6KS03241&tabIndex=1,H6KS03241,"SIDIE, JAY",H,KS,3,DEM,CHALLENGER,PO BOX 9574,,MISSION,KS,66201,"$8,300.00","$3,182.43","$11,482.43",,,,"$11,482.43",,,,,"$57,843.38",,,,"$69,325.81","$1,313.24",,,,,,,$43.66,,,$43.66,,"$1,356.90","$9,871.18","$77,840.09","$11,438.77","-$56,530.14","$50,000.00",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA34159&tabIndex=1,H8CA34159,"SIGANPORIA, KARL",H,CA,34,REP,OPEN,"1055 E. BROKAW RD., #30-171",,SAN JOSE,CA,95131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8ID02064&tabIndex=1,H8ID02064,"SIMPSON, MICHAEL",H,ID,2,REP,INCUMBENT,1487 PARKWAY DRIVE,,BLACKFOOT,ID,832211667,"$18,000.00","$5,224.00","$23,224.00",,"$83,000.00",,"$106,224.00",,,,,,,,,"$106,224.00","$39,361.87",,,,,,,,,,,,"$39,361.87","$153,137.34","$219,999.47","$106,224.00","$39,361.87",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80005838&tabIndex=1,P80005838,"SIMS, GREGORY EVANS",P,US,0,REP,CHALLENGER,10200 SIX PINES DR #465,,SHENANDOAH,TX,77380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2AZ09019&tabIndex=1,H2AZ09019,"SINEMA, KYRSTEN",H,AZ,9,DEM,INCUMBENT,PO BOX 25879,,TEMPE,AZ,85285,"$184,089.50","$32,304.57","$216,394.07",,"$367,713.50",,"$584,107.57",,,,,"$92,653.27",,,$994.76,"$677,755.60","$134,393.52",,,,,,,"$2,316.00",,,"$2,316.00",,"$136,709.52","$2,263,633.30","$2,804,679.38","$581,791.57","$41,740.25",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6NJ13191&tabIndex=1,H6NJ13191,"SIRES, ALBIO",H,NJ,8,DEM,INCUMBENT,6050 BOULEVARD EAST,APT 6B,WEST NEW YORK,NJ,7093,,$10.95,$10.95,,"$1,975.00",,"$1,985.95",,,,,,,,$6.93,"$1,992.88","$36,525.96",,,,,,,,,,,"$5,000.44","$41,526.40","$290,287.08","$250,753.56","$1,985.95","$36,525.96",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA26106&tabIndex=1,H8CA26106,"SKELTON, SHANE JOHN",H,CA,26,REP,CHALLENGER,282 LUCERO STREET,,THOUSAND OAKS,CA,91360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8PA03118&tabIndex=1,H8PA03118,"SKIBO, BRIAN",H,PA,3,DEM,CHALLENGER,991 NANTUCKET DR,,HERMITAGE,PA,16148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6NY03031&tabIndex=1,H6NY03031,"SLAUGHTER, LOUISE",H,NY,25,DEM,INCUMBENT,P.O. BOX 30632,,ROCHESTER,NY,14603,"$13,930.86","$19,573.21","$33,504.07",,"$70,500.00",,"$104,004.07",,,,,,,,,"$104,004.07","$43,450.09",,,,,,,$375.00,,,$375.00,$250.00,"$44,075.09","$147,459.85","$207,388.83","$103,629.07","$43,450.09",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8GA06245&tabIndex=1,H8GA06245,"SLOTIN, RONALD DAVID",H,GA,6,DEM,OPEN,227 SANDY SPRINGS PL STE D-341,,SANDY SPRINGS,GA,30328,"$32,384.80","$11,895.00","$44,279.80",,,,"$44,279.80",,,"$37,000.00","$37,000.00",,,,,"$81,279.80","$90,256.15",,,,,,,,,,,,"$90,256.15",,"-$8,976.35","$44,279.80","$90,256.15","$37,000.00",,2016-12-01,2017-04-27
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6NE03115&tabIndex=1,H6NE03115,"SMITH, ADRIAN",H,NE,3,REP,INCUMBENT,3321 AVENUE I,,SCOTTSBLUFF,NE,693614586,"$9,375.00","$1,550.00","$10,925.00",,"$111,000.00",,"$121,925.00",,,,,$67.64,,,$545.25,"$122,537.89","$67,019.81",,,,,,,,,,,"$102,600.00","$169,619.81","$1,176,366.91","$1,129,284.99","$121,925.00","$66,952.17",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA41170&tabIndex=1,H8CA41170,"SMITH, AJA",H,CA,41,REP,CHALLENGER,15705 GUAJOME RD,,MORENO VALLEY,CA,92551,,,,,,,,,"$1,000.00",,"$1,000.00",,,,,"$1,000.00",,,,,,,,,,,,,,,"$1,000.00",,,"$1,000.00",,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NJ04014&tabIndex=1,H8NJ04014,"SMITH, CHRISTOPHER H",H,NJ,4,REP,INCUMBENT,P.O. BOX 3184,,HAMILTON,NJ,86190184,"$27,867.00","$16,666.34","$44,533.34",$135.00,"$20,510.00",,"$65,178.34",,,,,,,,$99.43,"$65,277.77","$31,044.32",,,,,,,$135.00,,,$135.00,"$1,670.00","$32,849.32","$272,388.94","$304,817.39","$65,043.34","$31,044.32",,,2017-01-01,2017-03-31
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8MI00349&tabIndex=1,S8MI00349,"SMITH, CRAIG ALLEN",S,MI,0,DEM,CHALLENGER,341 17TH PLACE NE,,WASHINGTON,DC,20002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8DC00184&tabIndex=1,H8DC00184,"SMITH, CRAIG ALLEN",H,DC,,REP,,341 7TH PLACE,,WASHINGTON,DC,20002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
